τ,gen_pts,row_red,col_red,row_col_red,std_mat_cr,std_mat_rr,theo_col,theo_row
1,0.260244191,0.069449322,0.003785664,0.003159508,0.401906639,0.252213669,0.0,0.0
201,0.246005579,2.913019024,0.031246874,0.031014894,0.401117068,0.260477426,0.0,0.0
401,0.254906005,5.852900452,0.063652169,0.062062511,0.417157398,0.275788048,0.0,0.0
601,0.248238103,8.475841823,0.092718341,0.092324205,0.417917425,0.280334611,0.0,0.0
801,0.260788869,12.089153647,0.132926138,0.13316454,0.440784569,0.304238476,0.0,0.0
