τ,gen_pts,row_red,col_red,row_col_red,std_mat_cr,std_mat_rr,theo_col,theo_row
1,0.503335466,0.085147265,0.196804462,0.198067001,0.506017744,0.53781898,0.0,0.0
201,0.508469192,5.53989049,1.416703397,1.454482361,0.534649583,0.523444769,0.0,0.0
401,0.503082958,14.880929895,4.687873091,4.717095575,0.540987362,0.519149543,0.0,0.0
601,0.510490749,25.372701391,8.703781641,8.498926166,0.525848438,0.543381271,0.0,0.0
801,0.511643303,36.310828134,12.143063407,12.173034027,0.546231233,0.556764415,0.0,0.0
