τ,gen_pts,row_red,col_red,row_col_red,std_mat_cr,std_mat_rr,theo_col,theo_row
1,0.481407571,0.138354913,0.00418836,0.003383627,0.878597356,0.490510042,0.0,0.0
201,0.478461176,6.257436076,0.035079552,0.035079224,0.877501864,0.502349398,0.0,0.0
401,0.480285241,21.941951082,0.080718772,0.080528185,0.892444926,0.535195747,0.0,0.0
601,0.479303911,39.977629114,0.204194694,0.21964076,0.921970325,0.552387099,0.0,0.0
801,0.477781152,63.086177762,0.324169025,0.320689644,0.94154647,0.535623238,0.0,0.0
