τ,gen_pts,row_red,col_red,row_col_red,std_mat_cr,std_mat_rr,theo_col,theo_row
1,1.038214108,0.199734157,0.133041731,0.122441234,1.187607588,1.020178446,0.0,0.0
201,1.001919849,7.627591856,0.998968402,0.990543035,1.147284672,1.047156967,0.0,0.0
401,1.001478718,21.446302981,2.646600124,2.649764554,1.166057278,1.055618434,0.0,0.0
601,1.012542542,45.560682854,6.004747174,6.000593083,1.19144152,1.060670724,0.0,0.0
801,1.008725076,69.100158319,8.828060274,9.494967705,1.175463587,1.066752644,0.0,0.0
